阿鼻地狱 a.bi.di.yu
识二五而不知十 shi.er.wu.er.bu.zhi.shi
实繁有徒 shi.fan.you.tu
是非颠倒 shi.fei.dian.dao
是非分明 shi.fei.fen.ming
饰非拒谏 shi.fei.ju.jian
是非口舌 shi.fei.kou.she
是非曲直 shi.fei.qu.zhi
施绯拖绿 shi.fei.tuo.lv
适逢其会 shi.feng.qi.hui
世风日下 shi.feng.ri.xia
十风五雨 shi.feng.wu.yu
释缚焚榇 shi.fu.fen.chen
势高益危 shi.gao.yi.wei
使功不如使过 shi.gong.bu.ru.shi.guo
食古不化 shi.gu.bu.hua
是古非今 shi.gu.fei.jin
时乖命蹇 shi.guai.ming.jian
时乖运蹇 shi.guai.yun.jian
事过境迁 shi.guo.jing.qian
时过境迁 shi.guo.jing.qian
十行俱下 shi.hang.ju.xia
施号发令 shi.hao.fa.ling
时和年丰 shi.he.nian.feng
势合形离 shi.he.xing.li
尸横遍野 shi.heng.bian.ye
事缓则圆 shi.huan.ze.yuan
释回增美 shi.hui.zeng.mei
失魂荡魄 shi.hun.dang.po
失魂落魄 shi.hun.luo.po
失魂丧胆 shi.hun.sang.dan
失魂丧魄 shi.hun.sang.po
石火电光 shi.huo.dian.guang
实获我心 shi.huo.wo.xin
嗜痂之癖 shi.jia.zhi.pi
豕交兽畜 shi.jiao.shou.chu
失节事大 shi.jie.shi.da
拾金不昧 shi.jin.bu.mei
施衿结褵 shi.jin.jie.li
试金石 shi.jin.shi
失惊打怪 shi.jing.da.guai
失惊倒怪 shi.jing.dao.guai
虱胫虮肝 shi.jing.ji.gan
失精落彩 shi.jing.luo.cai
市井之臣 shi.jing.zhi.chen
市井之徒 shi.jing.zhi.tu
尸居龙见 shi.ju.long.jian
尸居余气 shi.ju.yu.qi
势均力敌 shi.jun.li.di
舐糠及米 shi.kang.ji.mi
适可而止 shi.ke.er.zhi
是可忍 shi.ke.ren
是可忍孰不可忍 shi.ke.ren.shu.bu.ke.ren
士可杀 shi.ke.sha
矢口抵赖 shi.kou.di.lai
矢口否认 shi.kou.fou.ren
时来运转 shi.lai.yun.zhuan
师老兵疲 shi.lao.bing.pi
十里长亭 shi.li.chang.ting
诗礼之家 shi.li.zhi.jia
诗礼之训 shi.li.zhi.xun
始乱终弃 shi.luan.zhong.qi
失马塞翁 shi.ma.sai.weng
食毛践土 shi.mao.jian.tu
十面埋伏 shi.mian.mai.fu
拭面容言 shi.mian.rong.yan
视民如伤 shi.min.ru.shang
施命发号 shi.ming.fa.hao
拭目而待 shi.mu.er.dai
十目所视 shi.mu.suo.shi
十目所视十手所指 shi.mu.suo.shi.shi.shou.suo.zhi
拭目以待 shi.mu.yi.dai
十拿九稳 shi.na.jiu.wen
十年窗下 shi.nian.chuang.xia
十年寒窗 shi.nian.han.chuang
十年教训 shi.nian.jiao.xun
十年九不遇 shi.nian.jiu.bu.yu
十年磨剑 shi.nian.mo.jian
十年怕井绳 shi.nian.pa.jing.sheng
十年生聚 shi.nian.sheng.ju
十年生聚十年教训 shi.nian.sheng.ju.shi.nian.jiao.xun
十年树木 shi.nian.shu.mu
十年树木百年树人 shi.nian.shu.mu.bai.nian.shu.ren
室怒市色 shi.nu.shi.se
舐皮论骨 shi.pi.lun.gu
石破天惊 shi.po.tian.jing
噬脐何及 shi.qi.he.ji
噬脐莫及 shi.qi.mo.ji
事齐事楚 shi.qi.shi.chu
食前方丈 shi.qian.fang.zhang
恃强凌弱 shi.qiang.ling.ruo
食亲财黑 shi.qin.cai.hei
十亲九故 shi.qin.jiu.gu
十亲九眷 shi.qin.jiu.juan
势倾朝野 shi.qing.chao.ye
诗情画意 shi.qing.hua.yi
势倾天下 shi.qing.tian.xia
势穷力竭 shi.qiong.li.jie
十全十美 shi.quan.shi.mei
世扰俗乱 shi.rao.su.luan
拾人涕唾 shi.ren.ti.tuo
拾人牙慧 shi.ren.ya.hui
使人昭昭 shi.ren.zhao.zhao
失人者亡 shi.ren.zhe.wang
食日万钱 shi.ri.wan.qian
十日一水 shi.ri.yi.shui
十日一水五日一石 shi.ri.yi.shui.wu.ri.yi.dan
十日之饮 shi.ri.zhi.yin
湿肉伴干柴 shi.rou.ban.gan.chai
食肉寝皮 shi.rou.qin.pi
视如敝屣 shi.ru.bi.xi
视如草芥 shi.ru.cao.jie
视如寇仇 shi.ru.kou.chou
势如破竹 shi.ru.po.zhu
视如土芥 shi.ru.tu.jie
室如悬磬 shi.ru.xuan.qing
视如珍宝 shi.ru.zhen.bao
视若路人 shi.ruo.lu.ren
视若无睹 shi.ruo.wu.du
嗜杀成性 shi.sha.cheng.xing
世上无难事 shi.shang.wu.nan.shi
世上无难事只怕有心人 shi.shang.wu.nan.shi.zhi.pa.you.xin.ren
食少事烦 shi.shao.shi.fan
十生九死 shi.sheng.jiu.si
释生取义 shi.sheng.qu.yi
事生肘腋 shi.sheng.zhou.ye
施施而行 shi.shi.er.xing
是是非非 shi.shi.fei.fei
十室九空 shi.shi.jiu.kong
失时落势 shi.shi.luo.shi
实事求是 shi.shi.qiu.shi
事实胜于雄辩 shi.shi.sheng.yu.xiong.bian
识时务者为俊杰 shi.shi.wu.zhe.wei.jun.jie
螫手解腕 shi.shou.jie.wan
十手所指 shi.shou.suo.zhi
诗书发冢 shi.shu.fa.zhong
十鼠同穴 shi.shu.tong.xue
誓死不二 shi.si.bu.er
视死如归 shi.si.ru.gui
十死一生 shi.si.yi.sheng
食宿相兼 shi.su.xiang.jian
世态炎凉 shi.tai.yan.liang
使贪使愚 shi.tan.shi.yu
视同儿戏 shi.tong.er.xi
视同路人 shi.tong.lu.ren
豕突狼奔 shi.tu.lang.ben
识途老马 shi.tu.lao.ma
世外桃源 shi.wai.tao.yuan
十万八千里 shi.wan.ba.qian.li
十万火急 shi.wan.huo.ji
尸位素餐 shi.wei.su.can
视为畏途 shi.wei.wei.tu
十围五攻 shi.wei.wu.gong
视为知己 shi.wei.zhi.ji
世伪知贤 shi.wei.zhi.xian
识文断字 shi.wen.duan.zi
使蚊负山 shi.wen.fu.shan
识文谈字 shi.wen.tan.zi
什伍东西 shi.wu.dong.xi
史无前例 shi.wu.qian.li
什袭而藏 shi.xi.er.cang
视险如夷 shi.xian.ru.yi
师心自用 shi.xin.zi.yong
食言而肥 shi.yan.er.fei
势焰熏天 shi.yan.xun.tian
使羊将狼 shi.yang.jiang.lang
十羊九牧 shi.yang.jiu.mu
拾遗补阙 shi.yi.bu.que
事以密成 shi.yi.mi.cheng
时移势迁 shi.yi.shi.qian
时移势易 shi.yi.shi.yi
时移俗易 shi.yi.su.yi
舐痈吮痔 shi.yong.shun.zhi
十有八九 shi.you.ba.jiu
食玉炊桂 shi.yu.chui.gui
实与有力 shi.yu.you.li
事与愿违 shi.yu.yuan.wei
事预则立 shi.yu.ze.li
始于足下 shi.yu.zu.xia
诗云子曰 shi.yun.zi.yue
十载寒窗 shi.zai.han.chuang
事在人为 shi.zai.ren.wei
矢在弦上 shi.zai.xian.shang
失张冒势 shi.zhang.mao.shi
失张失致 shi.zhang.shi.zhi
失张失志 shi.zhang.shi.zhi
失张失智 shi.zhang.shi.zhi
逝者如斯 shi.zhe.ru.si
十之八九 shi.zhi.ba.jiu
矢志不移 shi.zhi.bu.yi
矢志不渝 shi.zhi.bu.yu
食指大动 shi.zhi.da.dong
失之东隅 shi.zhi.dong.yu
失之东隅收之桑榆 shi.zhi.dong.yu.shou.zhi.sang.yu
失之毫厘 shi.zhi.hao.li
失之毫厘差以千里 shi.zhi.hao.li.cha.yi.qian.li
失之毫厘差之千里 shi.zhi.hao.li.cha.zhi.qian.li
失之毫厘谬以千里 shi.zhi.hao.li.miu.yi.qian.li
失之交臂 shi.zhi.jiao.bi
饰智矜愚 shi.zhi.jin.yu
十指连心 shi.zhi.lian.xin
实至名归 shi.zhi.ming.gui
失之千里 shi.zhi.qian.li
失之千里差若毫厘 shi.zhi.qian.li.cha.ruo.hao.li
使智使勇 shi.zhi.shi.yong
师直为壮 shi.zhi.wei.zhuang
释知遗形 shi.zhi.yi.xing
矢忠不二 shi.zhong.bu.er
始终不懈 shi.zhong.bu.xie
始终不渝 shi.zhong.bu.yu
始终如一 shi.zhong.ru.yi
诗中有画 shi.zhong.you.hua
失诸交臂 shi.zhu.jiao.bi
狮子大开口 shi.zi.da.kai.kou
十字街头 shi.zi.jie.tou
十字路口 shi.zi.lu.kou
识字知书 shi.zi.zhi.shu
食租衣税 shi.zu.yi.shui
始作俑者 shi.zuo.yong.zhe
寿比南山 shou.bi.nan.shan
手不释卷 shou.bu.shi.juan
手不停挥 shou.bu.ting.hui
守财奴 shou.cai.nu
收成弃败 shou.cheng.qi.bai
受宠若惊 shou.chong.ruo.jing
首当其冲 shou.dang.qi.chong
手到病除 shou.dao.bing.chu
手到拈来 shou.dao.nian.lai
手到擒来 shou.dao.qin.lai
手高手低 shou.gao.shou.di
手高眼低 shou.gao.yan.di
瘦骨嶙嶙 shou.gu.lin.lin
瘦骨嶙峋 shou.gu.lin.xun
瘦骨伶仃 shou.gu.ling.ding
瘦骨如柴 shou.gu.ru.chai
瘦骨梭棱 shou.gu.suo.leng
收回成命 shou.hui.cheng.ming
手挥目送 shou.hui.mu.song
手疾眼快 shou.ji.yan.kuai
守经达权 shou.jing.da.quan
兽聚鸟散 shou.ju.niao.san
守口如瓶 shou.kou.ru.ping
手零脚碎 shou.ling.jiao.sui
寿陵失步 shou.ling.shi.bu
手忙脚乱 shou.mang.jiao.luan
首丘之情 shou.qiu.zhi.qing
首屈一指 shou.qu.yi.zhi
授人以柄 shou.ren.yi.bing
守如处女 shou.ru.chu.nv
守如处女出如脱兔 shou.ru.chu.nv.chu.ru.tuo.tu
寿山福海 shou.shan.fu.hai
首善之区 shou.shan.zhi.qu
首身分离 shou.shen.fen.li
守身如玉 shou.shen.ru.yu
收视反听 shou.shi.fan.ting
授受不亲 shou.shou.bu.qin
首鼠两端 shou.shu.liang.duan
守土有责 shou.tu.you.ze
守望相助 shou.wang.xiang.zhu
首尾相应 shou.wei.xiang.ying
手无寸铁 shou.wu.cun.tie
手无缚鸡之力 shou.wu.fu.ji.zhi.li
手舞足蹈 shou.wu.zu.dao
手下留情 shou.xia.liu.qing
手眼通天 shou.yan.tong.tian
瘦羊博士 shou.yang.bo.shi
寿元无量 shou.yuan.wu.liang
手泽之遗 shou.ze.zhi.yi
守正不阿 shou.zheng.bu.e
守正不挠 shou.zheng.bu.nao
守正不桡 shou.zheng.bu.rao
收之桑榆 shou.zhi.sang.yu
受制于人 shou.zhi.yu.ren
寿终正寝 shou.zhong.zheng.qin
守株待兔 shou.zhu.dai.tu
手足重茧 shou.zu.chong.jian
手足胼胝 shou.zu.pian.zhi
手足失措 shou.zu.shi.cuo
手足无措 shou.zu.wu.cuo
首足异处 shou.zu.yi.chu
手足异处 shou.zu.yi.chu
手足之情 shou.zu.zhi.qing
数白论黄 shu.bai.lun.huang
束贝含犀 shu.bei.han.xi
树碑立传 shu.bei.li.zhuan
疏不间亲 shu.bu.jian.qin
书不尽言 shu.bu.jin.yan
孰不可忍 shu.bu.ke.ren
数不胜数 shu.bu.sheng.shu
疏财仗义 shu.cai.zhang.yi
输财助边 shu.cai.zhu.bian
鼠窜狼奔 shu.cuan.lang.ben
树大招风 shu.da.zhao.feng
树倒猢孙散 shu.dao.hu.sun.san
树倒猢狲散 shu.dao.hu.sun.san
树德务滋 shu.de.wu.zi
数典忘祖 shu.dian.wang.zu
数东瓜 shu.dong.gua
数东瓜道茄子 shu.dong.gua.dao.qie.zi
熟读深思 shu.du.shen.si
数短论长 shu.duan.lun.chang
疏而不漏 shu.er.bu.lou
述而不作 shu.er.bu.zuo
鼠腹鸡肠 shu.fu.ji.chang
鼠腹蜗肠 shu.fu.wo.chang
鼠肝虫臂 shu.gan.chong.bi
数黑论黄 shu.hei.lun.huang
曙后星孤 shu.hou.xing.gu
蜀锦吴绫 shu.jin.wu.ling
黍离麦秀 shu.li.mai.xiu
束马悬车 shu.ma.xuan.che
舒眉展眼 shu.mei.zhan.yan
熟门熟路 shu.men.shu.lu
数米而炊 shu.mi.er.chui
数米量柴 shu.mi.liang.chai
鼠目寸光 shu.mu.cun.guang
熟能生巧 shu.neng.sheng.qiao
孰能无过 shu.neng.wu.guo
鼠凭社贵 shu.ping.she.gui
竖起脊梁 shu.qi.ji.liang
鼠窃狗盗 shu.qie.gou.dao
鼠窃狗偷 shu.qie.gou.tou
蜀犬吠日 shu.quan.fei.ri
书缺有间 shu.que.you.jian
束身就缚 shu.shen.jiu.fu
束身受命 shu.shen.shou.ming
殊深轸念 shu.shen.zhen.nian
束身自爱 shu.shen.zi.ai
束身自好 shu.shen.zi.hao
束身自修 shu.shen.zi.xiu
书声朗朗 shu.sheng.lang.lang
书声琅琅 shu.sheng.lang.lang
书生之见 shu.sheng.zhi.jian
熟视无睹 shu.shi.wu.du
鼠屎汙羹 shu.shi.wu.geng
鼠屎污羹 shu.shi.wu.geng
漱石枕流 shu.shi.zhen.liu
束手待毙 shu.shou.dai.bi
束手待死 shu.shou.dai.si
鼠首偾事 shu.shou.fen.shi
束手就擒 shu.shou.jiu.qin
束手束脚 shu.shou.shu.jiao
束手无策 shu.shou.wu.ce
束手无术 shu.shou.wu.shu
菽水承欢 shu.shui.cheng.huan
书同文 shu.tong.wen
书同文车同轨 shu.tong.wen.che.tong.gui
舒头探脑 shu.tou.tan.nao
殊途同归 shu.tu.tong.gui
数往知来 shu.wang.zhi.lai
熟魏生张 shu.wei.sheng.zhang
书香门第 shu.xiang.men.di
鼠牙雀角 shu.ya.que.jiao
数一数二 shu.yi.shu.er
树欲静而风不止 shu.yu.jing.er.feng.bu.zhi
束缊请火 shu.yun.qing.huo
束之高阁 shu.zhi.gao.ge
淑质英才 shu.zhi.ying.cai
蜀中无大将 shu.zhong.wu.da.jiang
蜀中无大将廖化作先锋 shu.zhong.wu.da.jiang.liao.hua.zuo.xian.feng
束装就道 shu.zhuang.jiu.dao
竖子成名 shu.zi.cheng.ming
耍花腔 shua.hua.qiang
耍嘴皮子 shua.zui.pi.zi
衰当益壮 shuai.dang.yi.zhuang
率尔操觚 shuai.er.cao.gu
率马以骥 shuai.ma.yi.ji
率兽食人 shuai.shou.shi.ren
率由旧章 shuai.you.jiu.zhang
双斧伐孤树 shuang.fu.fa.gu.shu
双柑斗酒 shuang.gan.dou.jiu
双管齐下 shuang.guan.qi.xia
霜露之悲 shuang.lu.zhi.bei
霜露之病 shuang.lu.zhi.bing
霜露之感 shuang.lu.zhi.gan
孀妻弱子 shuang.qi.ruo.zi
爽然若失 shuang.ran.ruo.shi
爽然自失 shuang.ran.zi.shi
双宿双飞 shuang.su.shuang.fei
双瞳剪水 shuang.tong.jian.shui
双足重茧 shuang.zu.chong.jian
水到渠成 shui.dao.qu.cheng
水底捞针 shui.di.lao.zhen
水滴石穿 shui.di.shi.chuan
水过鸭背 shui.guo.ya.bei
水火兵虫 shui.huo.bing.chong
水火不相容 shui.huo.bu.xiang.rong
水火无交 shui.huo.wu.jiao
水火无情 shui.huo.wu.qing
水火之中 shui.huo.zhi.zhong
水尽鹅飞 shui.jin.e.fei
水晶灯笼 shui.jing.deng.long
水可载舟 shui.ke.zai.zhou
水可载舟亦可覆舟 shui.ke.zai.zhou.yi.ke.fu.zhou
水来伸手 shui.lai.shen.shou
水来伸手饭来张口 shui.lai.shen.shou.fan.lai.zhang.kou
水来土堰 shui.lai.tu.yan
水来土掩 shui.lai.tu.yan
水里去 shui.li.qu
水陆毕陈 shui.lu.bi.chen
水落归槽 shui.luo.gui.cao
水落归漕 shui.luo.gui.cao
水落石出 shui.luo.shi.chu
水米无交 shui.mi.wu.jiao
水磨工夫 shui.mo.gong.fu
水木清华 shui.mu.qing.hua
水清无鱼 shui.qing.wu.yu
水乳交融 shui.ru.jiao.rong
水软山温 shui.ruan.shan.wen
水色山光 shui.se.shan.guang
水深火热 shui.shen.huo.re
水天一色 shui.tian.yi.se
水土不服 shui.tu.bu.fu
水泄不通 shui.xie.bu.tong
水性杨花 shui.xing.yang.hua
水秀山明 shui.xiu.shan.ming
水炎不相容 shui.yan.bu.xiang.rong
水炎不相容掷地有声 shui.yan.bu.xiang.rong.zhi.di.you.sheng
睡眼惺忪 shui.yan.xing.song
水月观音 shui.yue.guan.yin
水涨船高 shui.zhang.chuan.gao
水至清则无鱼 shui.zhi.qing.ze.wu.yu
水中捞月 shui.zhong.lao.yue
顺风吹火 shun.feng.chui.huo
顺风而呼 shun.feng.er.hu
顺风驶船 shun.feng.shi.chuan
顺风使船 shun.feng.shi.chuan
顺风转舵 shun.feng.zhuan.duo
顺理成章 shun.li.cheng.zhang
顺美匡恶 shun.mei.kuang.e
顺时而动 shun.shi.er.dong
顺手牵羊 shun.shou.qian.yang
顺水人情 shun.shui.ren.qing
顺水推舟 shun.shui.tui.zhou
顺藤摸瓜 shun.teng.mo.gua
顺天应人 shun.tian.ying.ren
顺我者昌 shun.wo.zhe.chang
顺我者昌逆我者亡 shun.wo.zhe.chang.ni.wo.zhe.wang
瞬息万变 shun.xi.wan.bian
吮痈舐痔 shun.yong.shi.zhi
说白道绿 shuo.bai.dao.lv
说长道短 shuo.chang.dao.duan
硕大无朋 shuo.da.wu.peng
说地谈天 shuo.di.tan.tian
说东道西 shuo.dong.dao.xi
说短论长 shuo.duan.lun.chang
说二是二 shuo.er.shi.er
硕果仅存 shuo.guo.jin.cun
说黑道白 shuo.hei.dao.bai
说黄道黑 shuo.huang.dao.hei
数见不鲜 shuo.jian.bu.xian
说今道古 shuo.jin.dao.gu
铄金毁骨 shuo.jin.hui.gu
说来话长 shuo.lai.hua.chang
说三道四 shuo.san.dao.si
说时迟 shuo.shi.chi
说时迟那时快 shuo.shi.chi.na.shi.kuai
铄石流金 shuo.shi.liu.jin
硕学通儒 shuo.xue.tong.ru
说一不二 shuo.yi.bu.er
说一是一 shuo.yi.shi.yi
说一是一说二是二 shuo.yi.shi.yi.shuo.er.shi.er
说嘴郎中 shuo.zui.lang.zhong
思不出位 si.bu.chu.wei
死不改悔 si.bu.gai.hui
死不悔改 si.bu.hui.gai
驷不及舌 si.bu.ji.she
死不瞑目 si.bu.ming.mu
四不拗六 si.bu.niu.liu
死不足惜 si.bu.zu.xi
似曾相识 si.ceng.xiang.shi
思潮起伏 si.chao.qi.fu
四大皆空 si.da.jie.kong
死得其所 si.de.qi.suo
似懂非懂 si.dong.fei.dong
丝恩发怨 si.en.fa.yuan
死而不僵 si.er.bu.jiang
死而复生 si.er.fu.sheng
死而后已 si.er.hou.yi
死而无悔 si.er.wu.hui
死而无怨 si.er.wu.yuan
四分五裂 si.fen.wu.lie
四分五落 si.fen.wu.luo
四海波静 si.hai.bo.jing
四海承风 si.hai.cheng.feng
四海鼎沸 si.hai.ding.fei
四海九州 si.hai.jiu.zhou
四海升平 si.hai.sheng.ping
四海为家 si.hai.wei.jia
四海之内皆兄弟 si.hai.zhi.nei.jie.xiong.di
俟河之清 si.he.zhi.qing
思患预防 si.huan.yu.fang
死灰复燃 si.hui.fu.ran
死灰槁木 si.hui.gao.mu
四脚朝天 si.jiao.chao.tian
四郊多垒 si.jiao.duo.lei
司空见惯 si.kong.jian.guan
丝来线去 si.lai.xian.qu
死里求生 si.li.qiu.sheng
死里逃生 si.li.tao.sheng
四马攒蹄 si.ma.cuan.ti
死马当活马医 si.ma.dang.huo.ma.yi
驷马高车 si.ma.gao.che
驷马难追 si.ma.nan.zhui
司马青衫 si.ma.qing.shan
司马昭之心 si.ma.zhao.zhi.xin
司马昭之心路人皆知 si.ma.zhao.zhi.xin.lu.ren.jie.zhi
死眉瞪眼 si.mei.deng.yan
四面八方 si.mian.ba.fang
四面楚歌 si.mian.chu.ge
死皮赖脸 si.pi.lai.lian
四平八稳 si.ping.ba.wen
死气沉沉 si.qi.chen.chen
思前想后 si.qian.xiang.hou
四清六活 si.qing.liu.huo
死求白赖 si.qiu.bai.lai
四衢八街 si.qu.ba.jie
死去活来 si.qu.huo.lai
思如涌泉 si.ru.yong.quan
思深忧远 si.shen.you.yuan
四时八节 si.shi.ba.jie
似是而非 si.shi.er.fei
私淑弟子 si.shu.di.zi
四书五经 si.shu.wu.jing
似水流年 si.shui.liu.nian
丝丝入扣 si.si.ru.kou
四体不勤 si.ti.bu.qin
四体不勤五谷不分 si.ti.bu.qin.wu.gu.bu.fen
四亭八当 si.ting.ba.dang
四通八达 si.tong.ba.da
斯文扫地 si.wen.sao.di
死无对证 si.wu.dui.zheng
肆无忌惮 si.wu.ji.dan
死无葬身之地 si.wu.zang.shen.zhi.di
思贤如渴 si.xian.ru.ke
私相授受 si.xiang.shou.shou
死心塌地 si.xin.ta.di
私心杂念 si.xin.za.nian
肆行无忌 si.xing.wu.ji
四姻九戚 si.yin.jiu.qi
死有余辜 si.you.yu.gu
死于非命 si.yu.fei.ming
四战之地 si.zhan.zhi.di
思之千里 si.zhi.qian.li
死中求生 si.zhong.qiu.sheng
死诸葛能走生仲达 si.zhu.ge.neng.zou.sheng.zhong.da
丝竹管弦 si.zhu.guan.xian
松柏后凋 song.bai.hou.diao
松柏之寿 song.bai.zhi.shou
宋才潘面 song.cai.pan.mian
送佛送到西天 song.fo.song.dao.xi.tian
颂古非今 song.gu.fei.jin
送故迎新 song.gu.ying.xin
耸壑昂霄 song.he.ang.xiao
耸壑凌霄 song.he.ling.xiao
宋画吴冶 song.hua.wu.ye
耸肩曲背 song.jian.qu.bei
耸肩缩背 song.jian.suo.bei
宋斤鲁削 song.jin.lu.xue
送旧迎新 song.jiu.ying.xin
送暖偷寒 song.nuan.tou.han
松乔之寿 song.qiao.zhi.shou
耸人听闻 song.ren.ting.wen
耸入云霄 song.ru.yun.xiao
嵩生岳降 song.sheng.yue.jiang
送往事居 song.wang.shi.ju
送往迎来 song.wang.ying.lai
松形鹤骨 song.xing.he.gu
宋玉东墙 song.yu.dong.qiang
搜肠刮肚 sou.chang.gua.du
搜肠润吻 sou.chang.run.wen
搜根剔齿 sou.gen.ti.chi
搜索枯肠 sou.suo.ku.chang
搜岩采干 sou.yan.cai.gan
搜章摘句 sou.zhang.zhai.ju
薮中荆曲 sou.zhong.jing.qu
宿弊一清 su.bi.yi.qing
俗不可耐 su.bu.ke.nai
俗不可医 su.bu.ke.yi
素不相能 su.bu.xiang.neng
素不相识 su.bu.xiang.shi
素车白马 su.che.bai.ma
苏海韩潮 su.hai.han.chao
粟红贯朽 su.hong.guan.xiu
溯流穷源 su.liu.qiong.yuan
素昧平生 su.mei.ping.sheng
肃然起敬 su.ran.qi.jing
素丝羔羊 su.si.gao.yang
夙兴夜寐 su.xing.ye.mei
夙夜匪懈 su.ye.fei.xie
夙夜在公 su.ye.zai.gong
素隐行怪 su.yin.xing.guai
速战速决 su.zhan.su.jue
酸甜苦辣 suan.tian.ku.la
酸文假醋 suan.wen.jia.cu
算无遗策 suan.wu.yi.ce
随波逐流 sui.bo.zhu.liu
岁不我与 sui.bu.wo.yu
随才器使 sui.cai.qi.shi
遂非文过 sui.fei.wen.guo
随风转舵 sui.feng.zhuan.duo
岁寒三友 sui.han.san.you
岁寒松柏 sui.han.song.bai
岁寒知松柏 sui.han.zhi.song.bai
随行逐队 sui.hang.zhu.dui
隋侯之珠 sui.hou.zhi.zhu
虽疾无声 sui.ji.wu.sheng
随机应变 sui.ji.ying.bian
岁计有余 sui.ji.you.yu
遂迷不窹 sui.mi.bu.wu
岁暮天寒 sui.mu.tian.han
碎琼乱玉 sui.qiong.luan.yu
随声吠影 sui.sheng.fei.ying
随声附和 sui.sheng.fu.he
碎尸万段 sui.shi.wan.duan
随时制宜 sui.shi.zhi.yi
虽死犹生 sui.si.you.sheng
虽死之日 sui.si.zhi.ri
虽死之日犹生之年 sui.si.zhi.ri.you.sheng.zhi.nian
随俗沉浮 sui.su.chen.fu
随俗浮沉 sui.su.fu.chen
随乡入乡 sui.xiang.ru.xiang
遂心如意 sui.xin.ru.yi
随心所欲 sui.xin.suo.yu
遂心应手 sui.xin.ying.shou
岁序更新 sui.xu.geng.xin
随遇而安 sui.yu.er.an
随缘乐助 sui.yuan.le.zhu
岁月蹉跎 sui.yue.cuo.tuo
随踵而至 sui.zhong.er.zhi
隋珠弹雀 sui.zhu.tan.que
随珠弹雀 sui.zhu.tan.que
损兵折将 sun.bing.zhe.jiang
孙康映雪 sun.kang.ying.xue
损人利己 sun.ren.li.ji
损之又损 sun.zhi.you.sun
所答非所问 suo.da.fei.suo.wen
索然无味 suo.ran.wu.wei
缩手缩脚 suo.shou.suo.jiao
梭天摸地 suo.tian.mo.di
缩头缩脑 suo.tou.suo.nao
琐尾流离 suo.wei.liu.li
所向披靡 suo.xiang.pi.mi
所向无敌 suo.xiang.wu.di
缩衣节食 suo.yi.jie.shi
索隐行怪 suo.yin.xing.guai
所作所为 suo.zuo.suo.wei
塔尖上功德 ta.jian.shang.gong.de
沓来踵至 ta.lai.zhong.zhi
踏破铁鞋 ta.po.tie.xie
踏破铁鞋无觅处 ta.po.tie.xie.wu.mi.chu
踏破铁鞋无觅处得来全不费工夫 ta.po.tie.xie.wu.mi.chu.de.lai.quan.bu.fei.gong.fu
嗒然若丧 ta.ran.ruo.sang
他山攻错 ta.shan.gong.cuo
他山之石 ta.shan.zhi.shi
他乡异县 ta.xiang.yi.xian
太仓稊米 tai.cang.ti.mi
太仓一粟 tai.cang.yi.su
太阿倒持 tai.e.dao.chi
台阁生风 tai.ge.sheng.feng
太公钓鱼 tai.gong.diao.yu
太公钓鱼愿者上钩 tai.gong.diao.yu.yuan.zhe.shang.gou
泰极而否 tai.ji.er.pi
泰来否往 tai.lai.pi.wang
太平盛世 tai.ping.sheng.shi
太丘道广 tai.qiu.dao.guang
泰然处之 tai.ran.chu.zhi
泰然自若 tai.ran.zi.ruo
泰山北斗 tai.shan.bei.dou
泰山不让土壤 tai.shan.bu.rang.tu.rang
泰山鸿毛 tai.shan.hong.mao
泰山梁木 tai.shan.liang.mu
泰山其颓 tai.shan.qi.tui
泰山压顶 tai.shan.ya.ding
泰山压卵 tai.shan.ya.luan
泰山移 tai.shan.yi
太上忘情 tai.shang.wang.qing
太岁头上动土 tai.sui.tou.shang.dong.tu
贪得无厌 tan.de.wu.yan
贪多嚼不烂 tan.duo.jiao.bu.lan
贪多务得 tan.duo.wu.de
坦腹东床 tan.fu.dong.chuang
贪夫徇财 tan.fu.xun.cai
谈古论今 tan.gu.lun.jin
谈古说今 tan.gu.shuo.jin
贪官污吏 tan.guan.wu.li
弹冠相庆 tan.guan.xiang.qing
叹观止矣 tan.guan.zhi.yi
谈何容易 tan.he.rong.yi
谈虎色变 tan.hu.se.bian
昙花一现 tan.hua.yi.xian
贪贿无艺 tan.hui.wu.yi
弹剑作歌 tan.jian.zuo.ge
弹斤估两 tan.jin.gu.liang
谈今论古 tan.jin.lun.gu
谈空说有 tan.kong.shuo.you
檀郎谢女 tan.lang.xie.nv
探骊得珠 tan.li.de.zhu
痰迷心窍 tan.mi.xin.qiao
贪墨成风 tan.mo.cheng.feng
探囊取物 tan.nang.qu.wu
贪蛇忘尾 tan.she.wang.wei
贪生怕死 tan.sheng.pa.si
忐忑不安 tan.te.bu.an
谈天说地 tan.tian.shuo.di
谭天说地 tan.tian.shuo.di
贪天之功 tan.tian.zhi.gong
探头探脑 tan.tou.tan.nao
叹为观止 tan.wei.guan.zhi
贪污腐化 tan.wu.fu.hua
袒裼裸裎 tan.xi.luo.cheng
谈笑封侯 tan.xiao.feng.hou
谈笑风生 tan.xiao.feng.sheng
贪小失大 tan.xiao.shi.da
谈笑自如 tan.xiao.zi.ru
谈笑自若 tan.xiao.zi.ruo
贪心不足 tan.xin.bu.zu
袒胸露背 tan.xiong.lu.bei
谈言微中 tan.yan.wei.zhong
